"COU ; Reporting country ; FLW ; Flow ; PAR ; Partner country ; CAT ; End-use ; IND ; Industry ; VAL ; Variable ; TIME ; Time ; Unit Code ; Unit ; PowerCode Code ; PowerCode ; Reference Period Code ; Reference Period ; Value ; Flag Codes ; Flags"
"DNK ; Denmark ; EXPO ; Exports ; HTI ; Haïti ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2424.532 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; GRD ; Grenada ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1728.249 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; GRL ; Greenland ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 608005.776 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; LCA ; Saint Lucia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 993.287 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; AFG ; Afghanistan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 5616.308 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; ARM ; Armenia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 13943.176 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; AZE ; Azerbaijan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 8534.767 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; IRQ ; Iraq ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 50216.341 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; LAO ; Lao ;  PDR ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3132.633 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; KIR ; Kiribati ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2161.766 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; FSM ; Micronesia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 426.41 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; TCD ; Chad ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 4296.312 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; SLE ; Sierra Leone ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3586.951 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; PSE ; Palestinian Authority (West Bank and Gaza Strip) ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 7861.526 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; TJK ; Tajikistan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2277.52 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; TLS ; Timor-Leste ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 955.05 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; TKM ; Turkmenistan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 8394.371 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; UZB ; Uzbekistan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 11458.75 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; MHL ; Marshall Islands ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 184357.398 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; NRU ; Nauru ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 8.883 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; PLW ; Palau ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 58.622 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; WSM ; Samoa ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 293.362 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; SLB ; Solomon Islands ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 248.349 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; TUV ; Tuvalu ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3.783 ;  ; "
"DNK ; Denmark ; EXPO ; Exports ; VUT ; Vanuatu ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 11.046 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; AGO ; Angola ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 375.633 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; COM ; Comoros ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 6.66 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; COD ; Democratic Republic of the Congo (Kinshasa) ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 64.103 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; ATG ; Antigua and Barbuda ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1088.919 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; BHS ; Bahamas ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 242.828 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; BRB ; Barbados ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 641.306 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; BLZ ; Belize ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 159.27 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; BMU ; Bermuda ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 78760.092 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; AFG ; Afghanistan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 185.285 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; ARM ; Armenia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 810.613 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; AZE ; Azerbaijan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 80.427 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; TCD ; Chad ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1.116 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; DJI ; Djibouti ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 82.384 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; ERI ; Eritrea ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 4.465 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; GNB ; Guinea-Bissau ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 7.421 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; LBR ; Liberia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 97334.879 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; LBY ; Libya ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 220541.436 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; SLE ; Sierra Leone ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 50.961 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; HTI ; Haïti ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 128.043 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; GRD ; Grenada ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 19.933 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; GRL ; Greenland ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 723775.583 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; LCA ; Saint Lucia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 29.5 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; IRQ ; Iraq ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 426.842 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; LAO ; Lao ;  PDR ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 39944.865 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; PSE ; Palestinian Authority (West Bank and Gaza Strip) ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 120.44 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; TJK ; Tajikistan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 158.616 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; TLS ; Timor-Leste ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 18.864 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; TKM ; Turkmenistan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 0.528 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; UZB ; Uzbekistan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 96.15 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; KIR ; Kiribati ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 96.604 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; MHL ; Marshall Islands ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 489593.274 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; FSM ; Micronesia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1.777 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; NRU ; Nauru ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1.589 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; WSM ; Samoa ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1.155 ;  ; "
"DNK ; Denmark ; IMPO ; Imports ; VUT ; Vanuatu ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1.682 ;  ; "
"TZA ; Tanzania ; EXPO ; Exports ; AGO ; Angola ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 4143.643 ;  ; "
"TZA ; Tanzania ; EXPO ; Exports ; COM ; Comoros ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 6696.224 ;  ; "
"TZA ; Tanzania ; EXPO ; Exports ; COD ; Democratic Republic of the Congo (Kinshasa) ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 207234.507 ;  ; "
"TZA ; Tanzania ; EXPO ; Exports ; TCD ; Chad ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 50.435 ;  ; "
"TZA ; Tanzania ; EXPO ; Exports ; DJI ; Djibouti ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 269.628 ;  ; "
"TZA ; Tanzania ; EXPO ; Exports ; LBR ; Liberia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 153.211 ;  ; "
"TZA ; Tanzania ; EXPO ; Exports ; LBY ; Libya ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 475.884 ;  ; "
"TZA ; Tanzania ; EXPO ; Exports ; SLE ; Sierra Leone ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 670.97 ;  ; "
"TZA ; Tanzania ; EXPO ; Exports ; ARM ; Armenia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 0.03 ;  ; "
"TZA ; Tanzania ; EXPO ; Exports ; AZE ; Azerbaijan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 154.422 ;  ; "
"TZA ; Tanzania ; EXPO ; Exports ; IRQ ; Iraq ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 390.765 ;  ; "
"TZA ; Tanzania ; EXPO ; Exports ; UZB ; Uzbekistan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1.5 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; AGO ; Angola ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 324.914 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; COM ; Comoros ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 53.283 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; COD ; Democratic Republic of the Congo (Kinshasa) ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2591.721 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; DJI ; Djibouti ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2368.085 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; LBR ; Liberia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 191.956 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; ATG ; Antigua and Barbuda ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 5.852 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; BHS ; Bahamas ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 32.553 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; BLZ ; Belize ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 34.6 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; BMU ; Bermuda ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 8530.851 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; AFG ; Afghanistan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1.294 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; ARM ; Armenia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2.181 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; AZE ; Azerbaijan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3.079 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; IRQ ; Iraq ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 519.574 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; LAO ; Lao ;  PDR ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 29.6 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; KIR ; Kiribati ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 3.002 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; MHL ; Marshall Islands ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 59.596 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; NRU ; Nauru ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 18.506 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; TCD ; Chad ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 0.009 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; SLE ; Sierra Leone ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 145.121 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; TLS ; Timor-Leste ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2.035 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; UZB ; Uzbekistan ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 1.167 ;  ; "
"TZA ; Tanzania ; IMPO ; Imports ; TUV ; Tuvalu ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 0.793 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; COD ; Democratic Republic of the Congo (Kinshasa) ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 4325.95 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; LBR ; Liberia ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 198.415 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; LBY ; Libya ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 24361.11 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; SLE ; Sierra Leone ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 145.186 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; ATG ; Antigua and Barbuda ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 337.982 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; BHS ; Bahamas ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 9068.124 ;  ; "
"GTM ; Guatemala ; EXPO ; Exports ; BRB ; Barbados ; TOTAL ; Total trade in goods ; DTOTAL ; TOTAL ; VALUE ; Values in thousand USD ; 2021 ; 2021 ; USD ; US Dollar ; 3 ; Thousands ;  ;  ; 2905.33 ;  ; "
